Orthogroup	Saccharomyces_cerevisiae.R64-1-1.pep.all	Schistossoma
OG0001967	YOR095C	6183.Smp_148770.1
OG0001968	YGL122C	6183.Smp_044810.1
OG0001969	YHR076W	6183.Smp_046890.1
OG0001970	YOR224C	6183.Smp_006850.1
OG0001971	YMR217W	6183.Smp_063830.1
OG0001972	YDL003W	6183.Smp_148150.1
OG0001974	YPL043W	6183.Smp_133470.1
OG0001975	YGR046W	6183.Smp_148560.1
OG0001977	YML042W	6183.Smp_146910.1
OG0001978	YBR004C	6183.Smp_177040.1
OG0001980	YNL088W	6183.Smp_065840.1
OG0001981	YER009W	6183.Smp_037700.1
OG0001982	YAL036C	6183.Smp_173180.2
OG0001985	YLL011W	6183.Smp_134060.1
OG0001987	YLR384C	6183.Smp_144930.1
OG0001988	YJR033C	6183.Smp_127680.1
OG0001989	YCR087C-A	6183.Smp_150840.2
OG0001990	YBR103W	6183.Smp_098760.1
OG0001992	YBL024W	6183.Smp_175950.1
OG0001993	YOR149C	6183.Smp_210350.1
OG0001994	YJL180C	6183.Smp_162270.1
OG0001996	YGR063C	6183.Smp_012530.1
OG0001997	YDL168W	6183.Smp_044440.1
OG0001998	YKL160W	6183.Smp_118750.1
OG0001999	YHR068W	6183.Smp_065120.1
OG0002000	YLR291C	6183.Smp_014620.1
OG0002001	YKL144C	6183.Smp_174370.1
OG0002002	YHR037W	6183.Smp_065060.1
OG0002003	YHR012W	6183.Smp_050350.2
OG0002004	YGR192C	6183.Smp_056970.1
OG0002005	YLR240W	6183.Smp_128130.1
OG0002006	YOR125C	6183.Smp_180060.1
OG0002008	YNL064C	6183.Smp_035200.4
OG0002009	YHR077C	6183.Smp_156450.2
OG0002011	YPL252C	6183.Smp_124940.1
OG0002012	YPR047W	6183.Smp_149430.1
OG0002013	YOR056C	6183.Smp_064510.1
OG0002014	YKL019W	6183.Smp_091770.1
OG0002015	YBR006W	6183.Smp_161350.1
OG0002016	YML046W	6183.Smp_170570.1
OG0002017	YAL002W	6183.Smp_171880.1
OG0002018	YDR468C	6183.Smp_104960.1
OG0002020	YLR447C	6183.Smp_079950.1
OG0002021	YDL084W	6183.Smp_003660.1
OG0002022	YOR236W	6183.Smp_175230.1
OG0002023	YBR196C	6183.Smp_022400.1
OG0002024	YJR035W	6183.Smp_135910.1
OG0002025	YGL163C	6183.Smp_194820.1
OG0002026	YPL157W	6183.Smp_154780.1
OG0002027	YAL021C	6183.Smp_172270.1
OG0002028	YFL036W	6183.Smp_148720.1
OG0002029	YNL147W	6183.Smp_210830.1
OG0002030	YOR176W	6183.Smp_140790.1
OG0002031	YMR229C	6183.Smp_105930.1
OG0002032	YPR165W	6183.Smp_072140.1
OG0002033	YJL014W	6183.Smp_041740.1
OG0002034	YOR310C	6183.Smp_148990.1
OG0002035	YGL092W	6183.Smp_027890.1
OG0002036	YNL286W	6183.Smp_152440.1
OG0002037	YPR066W	6183.Smp_211070.1
OG0002038	YMR301C	6183.Smp_087930.1
OG0002039	YPL247C	6183.Smp_018710.1
OG0002040	YOR063W	6183.Smp_047200.1
OG0002041	YLR275W	6183.Smp_075560.1
OG0002043	YDL040C	6183.Smp_062520.1
OG0002044	YDR145W	6183.Smp_211170.1
OG0002046	YHR009C	6183.Smp_123440.1
OG0002047	YML094W	6183.Smp_073540.1
OG0002048	YGL112C	6183.Smp_061300.1
OG0002049	YDR190C	6183.Smp_064050.2
OG0002050	YBR236C	6183.Smp_038940.1
OG0002051	YDL064W	6183.Smp_103710.1
OG0002052	YNL168C	6183.Smp_175750.1
OG0002053	YIL062C	6183.Smp_073720.1
OG0002054	YLR459W	6183.Smp_133390.1
OG0002055	YLR316C	6183.Smp_146030.1
OG0002056	YPR023C	6183.Smp_140950.1
OG0002058	YML093W	6183.Smp_012340.1
OG0002059	YPL093W	6183.Smp_133350.1
OG0002060	YLR229C	6183.Smp_082810.2
OG0002061	YER016W	6183.Smp_054540.1
OG0002062	YPL222W	6183.Smp_196150.1
OG0002063	YGL062W	6183.Smp_141360.1
OG0002064	YNL259C	6183.Smp_150460.1
OG0002065	YBR079C	6183.Smp_001170.1
OG0002066	YDR376W	6183.Smp_166580.1
OG0002067	YJR126C	6183.Smp_135510.1
OG0002068	YBR017C	6183.Smp_142770.1
OG0002069	YBL023C	6183.Smp_054840.1
OG0002072	YJL100W	6183.Smp_018460.1
OG0002073	YOR232W	6183.Smp_062790.1
OG0002074	YBR127C	6183.Smp_029390.1
OG0002075	YMR165C	6183.Smp_147940.2
OG0002076	YDR189W	6183.Smp_082800.1
OG0002077	YPR045C	6183.Smp_097830.1
OG0002078	YGL237C	6183.Smp_030250.1
OG0002079	YGR024C	6183.Smp_073990.1
OG0002080	YMR010W	6183.Smp_147370.1
OG0002081	YHR072W-A	6183.Smp_093320.1
OG0002082	YDR188W	6183.Smp_004990.1
OG0002083	YIL083C	6183.Smp_131090.1
OG0002084	YDR531W	6183.Smp_064750.1
OG0002085	YER023W	6183.Smp_049390.1
OG0002086	YLR086W	6183.Smp_173700.1
OG0002087	YNL037C	6183.Smp_018680.1
OG0002088	YML126C	6183.Smp_198690.1
OG0002089	YDL205C	6183.Smp_095130.1
OG0002090	YBR035C	6183.Smp_051550.1
OG0002091	YBR289W	6183.Smp_056860.1
OG0002092	YLL041C	6183.Smp_089640.2
OG0002093	YHR019C	6183.Smp_041450.1
OG0002094	YDR496C	6183.Smp_098450.1
OG0002095	YDL108W	6183.Smp_150040.2
OG0002096	YLR244C	6183.Smp_142010.2
OG0002097	YGL044C	6183.Smp_079730.1
OG0002098	YDL147W	6183.Smp_058650.1
OG0002099	YOR294W	6183.Smp_058680.2
OG0002100	YDR283C	6183.Smp_079390.1
OG0002101	YBL104C	6183.Smp_172540.1
OG0002103	YER151C	6183.Smp_005280.1
OG0002104	YEL029C	6183.Smp_164250.1
OG0002105	YJL143W	6183.Smp_155870.1
OG0002106	YGL119W	6183.Smp_021330.2
OG0002107	YDL091C	6183.Smp_084610.1
OG0002108	YJL059W	6183.Smp_197500.1
OG0002109	YIL023C	6183.Smp_139720.1
OG0002110	YJL207C	6183.Smp_148410.1
OG0002111	YOL021C	6183.Smp_161980.1
OG0002112	YLR172C	6183.Smp_025570.1
OG0002114	YLR022C	6183.Smp_007970.1
OG0002115	YGR090W	6183.Smp_149070.1
OG0002116	YLR382C	6183.Smp_122780.1
OG0002117	YBR233W	6183.Smp_132270.1
OG0002118	YER068W	6183.Smp_204730.1
OG0002120	YHL022C	6183.Smp_131670.1
OG0002121	YLR268W	6183.Smp_035300.2
OG0002122	YDR390C	6183.Smp_166220.1
OG0002123	YJL125C	6183.Smp_194620.1
OG0002125	YMR278W	6183.Smp_085150.1
OG0002126	YMR185W	6183.Smp_176530.1
OG0002128	YOL077C	6183.Smp_156780.1
OG0002129	YGL083W	6183.Smp_126740.1
OG0002130	YIL142W	6183.Smp_054340.2
OG0002132	YPL096W	6183.Smp_033350.1
OG0002133	YOR123C	6183.Smp_172160.1
OG0002134	YHR008C	6183.Smp_056440.1
OG0002135	YDL141W	6183.Smp_081420.1
OG0002136	YFR010W	6183.Smp_084740.1
OG0002138	YIL034C	6183.Smp_186650.1
OG0002139	YKL080W	6183.Smp_211280.1
OG0002140	YIL091C	6183.Smp_158840.1
OG0002141	YOR362C	6183.Smp_092280.1
OG0002142	YBR123C	6183.Smp_050740.1
OG0002143	YBR221C	6183.Smp_002510.1
OG0002144	YKR081C	6183.Smp_028340.1
OG0002145	YLL035W	6183.Smp_018280.1
OG0002146	YOL057W	6183.Smp_019010.1
OG0002148	YMR092C	6183.Smp_073940.1
OG0002149	YGL192W	6183.Smp_146300.1
OG0002150	YLR118C	6183.Smp_025160.3
OG0002152	YPR162C	6183.Smp_042210.1
OG0002153	YPL030W	6183.Smp_181480.1
OG0002154	YGL206C	6183.Smp_154420.1
OG0002155	YBR154C	6183.Smp_126370.1
OG0002156	YOR111W	6183.Smp_061040.1
OG0002158	YIL125W	6183.Smp_044970.1
OG0002159	YDR330W	6183.Smp_131520.1
OG0002160	YKR008W	6183.Smp_128120.1
OG0002161	YLR281C	6183.Smp_079810.1
OG0002162	YER005W	6183.Smp_166520.1
OG0002163	YMR078C	6183.Smp_042810.1
OG0002164	YPL069C	6183.Smp_134230.1
OG0002166	YFL017W-A	6183.Smp_038680.1
OG0002168	YIL043C	6183.Smp_053230.1
OG0002169	YFL005W	6183.Smp_014660.2
OG0002170	YBR170C	6183.Smp_039180.1
OG0002171	YJL140W	6183.Smp_074230.1
OG0002172	YHR040W	6183.Smp_080840.1
OG0002173	YEL031W	6183.Smp_164540.1
OG0002174	YKL192C	6183.Smp_015860.1
OG0002175	YJR068W	6183.Smp_096360.1
OG0002176	YPR021C	6183.Smp_137160.1
OG0002177	YPR040W	6183.Smp_163850.1
OG0002178	YBR133C	6183.Smp_171150.1
OG0002179	YNL111C	6183.Smp_066010.2
OG0002180	YPL132W	6183.Smp_141470.1
OG0002181	YJR017C	6183.Smp_162890.1
OG0002182	YOL054W	6183.Smp_130050.1
OG0002183	YFR050C	6183.Smp_056500.1
OG0002184	YKL190W	6183.Smp_064950.1
OG0002185	YDL060W	6183.Smp_038930.1
OG0002186	YGL116W	6183.Smp_004060.1
OG0002187	YEL027W	6183.Smp_062890.1
OG0002188	YEL024W	6183.Smp_061870.1
OG0002189	YJR058C	6183.Smp_143060.1
OG0002190	YOR374W	6183.Smp_022960.1
OG0002191	YGL201C	6183.Smp_094140.1
OG0002192	YLR127C	6183.Smp_152400.1
OG0002193	YER049W	6183.Smp_136270.1
OG0002194	YNL128W	6183.Smp_154470.1
OG0002195	YDL126C	6183.Smp_018240.3
OG0002196	YPR187W	6183.Smp_073570.1
OG0002197	YLR002C	6183.Smp_132350.1
OG0002198	YPL209C	6183.Smp_135360.1
OG0002199	YPR182W	6183.Smp_060910.1
OG0002200	YJL026W	6183.Smp_055890.1
OG0002201	YHR201C	6183.Smp_173050.2
OG0002202	YEL037C	6183.Smp_061920.1
OG0002203	YER134C	6183.Smp_095410.2
OG0002204	YPR086W	6183.Smp_063650.4
OG0002205	YNL045W	6183.Smp_007550.1
OG0002206	YML110C	6183.Smp_021910.1
OG0002209	YDR292C	6183.Smp_095910.1
OG0002210	YBR070C	6183.Smp_045430.3
OG0002211	YER021W	6183.Smp_085310.2
OG0002212	YNL207W	6183.Smp_043200.1
OG0002213	YNR011C	6183.Smp_027970.1
OG0002215	YDR170C	6183.Smp_135280.1
OG0002216	YBR198C	6183.Smp_160940.1
OG0002217	YIL104C	6183.Smp_121810.1
OG0002218	YLR215C	6183.Smp_167410.1
OG0002219	YNL241C	6183.Smp_052810.1
OG0002220	YNL112W	6183.Smp_013790.1
OG0002221	YPL086C	6183.Smp_085500.1
OG0002222	YFL038C	6183.Smp_210430.1
OG0002223	YOL096C	6183.Smp_029060.1
OG0002224	YMR190C	6183.Smp_056620.1
OG0002225	YBL099W	6183.Smp_002880.1
OG0002226	YHR020W	6183.Smp_138930.2
OG0002228	YFR015C	6183.Smp_018260.1
OG0002229	YOR020C	6183.Smp_097380.1
OG0002230	YLR201C	6183.Smp_038420.1
OG0002231	YNL082W	6183.Smp_143380.1
OG0002232	YLL018C	6183.Smp_053510.1
OG0002233	YIL007C	6183.Smp_181380.1
OG0002234	YDR301W	6183.Smp_148480.1
OG0002235	YHR128W	6183.Smp_095810.1
OG0002237	YIL021W	6183.Smp_099170.1
OG0002238	YGR155W	6183.Smp_125070.2
OG0002239	YDL008W	6183.Smp_028430.1
OG0002241	YCR059C	6183.Smp_029370.1
OG0002242	YPL094C	6183.Smp_119980.1
OG0002244	YPR176C	6183.Smp_150160.1
OG0002245	YIL038C	6183.Smp_088600.1
OG0002246	YML061C	6183.Smp_147230.1
OG0002247	YKL059C	6183.Smp_039640.2
OG0002248	YDR465C	6183.Smp_024380.1
OG0002249	YKL205W	6183.Smp_137650.1
OG0002250	YDR454C	6183.Smp_016880.1
OG0002251	YHR122W	6183.Smp_064520.1
OG0002253	YJL101C	6183.Smp_013860.1
OG0002254	YDR013W	6183.Smp_007000.1
OG0002255	YGR171C	6183.Smp_005330.1
OG0002256	YOR357C	6183.Smp_091730.1
OG0002257	YML102W	6183.Smp_153610.1
OG0002258	YGL171W	6183.Smp_047110.1
OG0002259	YGR220C	6183.Smp_087440.1
OG0002260	YIL046W	6183.Smp_047540.1
OG0002261	YNR053C	6183.Smp_087810.1
OG0002262	YDR140W	6183.Smp_024800.1
OG0002264	YGL048C	6183.Smp_119310.1
OG0002265	YDR062W	6183.Smp_079380.1
OG0002266	YHR013C	6183.Smp_050590.1
OG0002267	YPL183W-A	6183.Smp_091170.1
OG0002269	YER095W	6183.Smp_124230.1
OG0002270	YPL235W	6183.Smp_132690.1
OG0002271	YGR258C	6183.Smp_123940.1
OG0002272	YGR093W	6183.Smp_152510.1
OG0002273	YOR103C	6183.Smp_020770.1
OG0002274	YKL193C	6183.Smp_046020.1
OG0002275	YJR013W	6183.Smp_128810.1
OG0002276	YDR517W	6183.Smp_169990.1
OG0002277	YML071C	6183.Smp_161130.1
OG0002278	YJL121C	6183.Smp_104580.1
OG0002280	YPR144C	6183.Smp_017640.1
OG0002281	YDR117C	6183.Smp_155400.1
OG0002282	YGL043W	6183.Smp_007660.1
OG0002283	YFR051C	6183.Smp_031860.1
OG0002284	YOL040C	6183.Smp_130850.1
OG0002285	YDR440W	6183.Smp_165000.1
OG0002286	YKL212W	6183.Smp_060420.1
OG0002287	YGR280C	6183.Smp_010140.1
OG0002288	YDR529C	6183.Smp_024120.1
OG0002289	YOR064C	6183.Smp_120980.1
OG0002290	YMR293C	6183.Smp_031990.1
OG0002291	YLR243W	6183.Smp_172090.1
OG0002292	YGR254W	6183.Smp_024110.1
OG0002293	YDR452W	6183.Smp_133330.1
OG0002294	YER148W	6183.Smp_098950.1
OG0002295	YLR148W	6183.Smp_142210.1
OG0002296	YGL124C	6183.Smp_140440.1
OG0002297	YHR042W	6183.Smp_030760.1
OG0002298	YJL069C	6183.Smp_046680.1
OG0002300	YDR490C	6183.Smp_094250.1
OG0002301	YOR201C	6183.Smp_018480.1
OG0002302	YOR065W	6183.Smp_005290.1
OG0002303	YDL137W	6183.Smp_088650.1
OG0002305	YOL018C	6183.Smp_138840.1
OG0002306	YHR069C	6183.Smp_064260.1
OG0002307	YGR264C	6183.Smp_040770.1
OG0002308	YHR200W	6183.Smp_000740.2
OG0002309	YJR122W	6183.Smp_170950.1
OG0002310	YJL041W	6183.Smp_049880.1
OG0002311	YGL238W	6183.Smp_128050.1
OG0002312	YMR128W	6183.Smp_123500.1
OG0002313	YMR039C	6183.Smp_084620.1
OG0002314	YDR049W	6183.Smp_057430.1
OG0002315	YDR021W	6183.Smp_034190.1
OG0002316	YPR010C	6183.Smp_140690.1
OG0002317	YBR018C	6183.Smp_059880.1
OG0002318	YFL001W	6183.Smp_171830.1
OG0002319	YNL287W	6183.Smp_092770.1
OG0002320	YEL051W	6183.Smp_103200.1
OG0002321	YCR090C	6183.Smp_050880.1
OG0002322	YDR141C	6183.Smp_164120.1
OG0002323	YPL046C	6183.Smp_009320.2
OG0002324	YOL023W	6183.Smp_167220.1
OG0002325	YJL046W	6183.Smp_086960.1
OG0002326	YMR146C	6183.Smp_006000.1
OG0002327	YJR123W	6183.Smp_093440.1
OG0002328	YLR242C	6183.Smp_021280.1
OG0002330	YGR185C	6183.Smp_129210.1
OG0002331	YNL139C	6183.Smp_086460.1
OG0002332	YER140W	6183.Smp_175200.1
OG0002333	YLR396C	6183.Smp_069670.1
OG0002334	YER036C	6183.Smp_040540.1
OG0002335	YBR186W	6183.Smp_171260.1
OG0002336	YGL221C	6183.Smp_051390.1
OG0002337	YJR102C	6183.Smp_097620.1
OG0002338	YNL330C	6183.Smp_005210.1
OG0002339	YFR037C	6183.Smp_152650.1
OG0002340	YJL004C	6183.Smp_038410.1
OG0002341	YLR386W	6183.Smp_180010.1
OG0002342	YJL155C	6183.Smp_015710.1
OG0002343	YDR328C	6183.Smp_052910.1
OG0002344	YJL154C	6183.Smp_173330.1
OG0002345	YDR280W	6183.Smp_048620.1
OG0002346	YKR030W	6183.Smp_029040.1
OG0002347	YJR107W	6183.Smp_128680.1
OG0002348	YOL093W	6183.Smp_211190.1
OG0002349	YLR354C	6183.Smp_070600.1
OG0002350	YGR253C	6183.Smp_032580.2
OG0002351	YNL172W	6183.Smp_151380.1
OG0002352	YPR041W	6183.Smp_122840.1
OG0002353	YJL115W	6183.Smp_033020.1
OG0002354	YOR254C	6183.Smp_145670.1
OG0002355	YOL080C	6183.Smp_151080.1
OG0002356	YNL132W	6183.Smp_144490.1
OG0002357	YHR193C	6183.Smp_018530.2
OG0002358	YGR267C	6183.Smp_026920.1
OG0002360	YPL120W	6183.Smp_048990.1
OG0002361	YBL078C	6183.Smp_073790.1
OG0002362	YKL012W	6183.Smp_056640.1
OG0002363	YPR091C	6183.Smp_022630.1
OG0002364	YGL141W	6183.Smp_137040.1
OG0002365	YLL039C	6183.Smp_046690.1
OG0002366	YER156C	6183.Smp_024490.1
OG0002368	YFL025C	6183.Smp_175320.1
OG0002369	YGR173W	6183.Smp_080550.1
OG0002370	YDR372C	6183.Smp_007500.1
OG0002371	YJL053W	6183.Smp_210770.1
OG0002372	YDR325W	6183.Smp_078920.1
OG0002373	YJL124C	6183.Smp_175550.1
OG0002374	YLR005W	6183.Smp_136520.1
OG0002375	YJR104C	6183.Smp_176200.2
OG0002376	YLR147C	6183.Smp_068420.1
OG0002377	YCL017C	6183.Smp_075470.1
OG0002378	YGR135W	6183.Smp_070930.1
OG0002379	YBL071W-A	6183.Smp_100110.1
OG0002380	YLR212C	6183.Smp_034670.1
OG0002381	YDL102W	6183.Smp_087010.1
OG0002382	YJR070C	6183.Smp_056370.1
OG0002383	YJL126W	6183.Smp_120080.2
OG0002384	YBR055C	6183.Smp_164470.1
OG0002385	YMR049C	6183.Smp_135120.1
OG0002386	YML067C	6183.Smp_164200.1
OG0002387	YBR088C	6183.Smp_046500.2
OG0002388	YER112W	6183.Smp_157680.1
OG0002389	YBL019W	6183.Smp_167500.1
OG0002390	YKL045W	6183.Smp_079050.1
OG0002391	YDR333C	6183.Smp_170100.1
OG0002392	YCR047C	6183.Smp_166830.1
OG0002393	YBR164C	6183.Smp_086900.1
OG0002394	YBL020W	6183.Smp_131100.1
OG0002395	YGL027C	6183.Smp_024580.2
OG0002396	YGL231C	6183.Smp_006340.1
OG0002397	YDL043C	6183.Smp_076880.1
OG0002398	YCR044C	6183.Smp_156270.1
OG0002399	YKL085W	6183.Smp_047370.1
OG0002400	YLR305C	6183.Smp_150660.1
OG0002401	YPR175W	6183.Smp_124120.1
OG0002402	YKL165C	6183.Smp_065130.2
OG0002403	YMR231W	6183.Smp_194370.1
OG0002404	YBL097W	6183.Smp_157290.1
OG0002405	YCR093W	6183.Smp_133320.1
OG0002406	YDL017W	6183.Smp_177120.1
OG0002407	YMR314W	6183.Smp_170730.1
OG0002408	YHR111W	6183.Smp_035280.1
OG0002409	YDR435C	6183.Smp_124860.1
OG0002410	YJL109C	6183.Smp_162600.1
OG0002411	YCR012W	6183.Smp_018890.1
OG0002412	YOL086W-A	6183.Smp_054230.1
OG0002414	YCR075C	6183.Smp_169870.1
OG0002415	YMR131C	6183.Smp_022660.1
OG0002416	YLR009W	6183.Smp_153950.1
OG0002417	YOR304W	6183.Smp_008830.1
OG0002419	YLR348C	6183.Smp_121160.1
OG0002420	YER025W	6183.Smp_095150.1
OG0002421	YOR077W	6183.Smp_023250.1
OG0002422	YPL170W	6183.Smp_093700.1
OG0002423	YOR074C	6183.Smp_200410.1
OG0002424	YOR117W	6183.Smp_042270.2
OG0002425	YDR211W	6183.Smp_019380.1
OG0002426	YJL062W	6183.Smp_061970.1
OG0002427	YKL001C	6183.Smp_154270.1
OG0002428	YER126C	6183.Smp_054120.1
OG0002429	YGL033W	6183.Smp_068840.1
OG0002430	YKR017C	6183.Smp_130600.1
OG0002431	YGL030W	6183.Smp_044580.1
OG0002432	YKL058W	6183.Smp_071830.1
OG0002433	YPR140W	6183.Smp_065160.1
OG0002434	YPR048W	6183.Smp_038820.1
OG0002435	YNL161W	6183.Smp_103570.1
OG0002436	YNL247W	6183.Smp_170800.2
OG0002437	YMR186W	6183.Smp_072330.2
OG0002438	YHL013C	6183.Smp_030280.1
OG0002439	YER165W	6183.Smp_024140.4
OG0002440	YNL062C	6183.Smp_012860.1
OG0002441	YML059C	6183.Smp_171820.2
OG0002442	YMR013C	6183.Smp_048540.1
OG0002443	YGL004C	6183.Smp_020590.1
OG0002444	YNL325C	6183.Smp_157920.1
OG0002445	YEL058W	6183.Smp_157710.1
OG0002446	YOR151C	6183.Smp_130680.1
OG0002447	YAL044C	6183.Smp_165780.1
OG0002448	YOR187W	6183.Smp_073500.2
OG0002449	YNL135C	6183.Smp_079230.1
OG0002450	YDR075W	6183.Smp_030710.1
OG0002451	YFL027C	6183.Smp_194930.1
OG0002452	YMR296C	6183.Smp_028080.1
OG0002453	YHR143W-A	6183.Smp_132030.1
OG0002454	YOR005C	6183.Smp_148660.1
OG0002455	YPL082C	6183.Smp_158610.2
OG0002456	YGR078C	6183.Smp_021800.1
OG0002457	YIL061C	6183.Smp_013360.1
OG0002459	YLR116W	6183.Smp_021540.1
OG0002460	YEL020W-A	6183.Smp_123240.1
OG0002461	YMR061W	6183.Smp_147360.1
OG0002462	YMR288W	6183.Smp_141630.1
OG0002463	YPR183W	6183.Smp_042790.1
OG0002464	YPL204W	6183.Smp_067810.1
OG0002465	YHR058C	6183.Smp_008120.1
OG0002466	YER019W	6183.Smp_162880.1
OG0002467	YBR223C	6183.Smp_210530.1
OG0002468	YML130C	6183.Smp_124920.1
OG0002469	YDL195W	6183.Smp_212490.1
OG0002470	YOR244W	6183.Smp_053140.1
OG0002471	YBR187W	6183.Smp_096780.1
OG0002472	YGR048W	6183.Smp_196510.1
OG0002473	YMR292W	6183.Smp_166120.1
OG0002474	YBL021C	6183.Smp_154340.1
OG0002475	YOL102C	6183.Smp_037640.1
OG0002476	YNL243W	6183.Smp_181350.1
OG0002477	YLL027W	6183.Smp_034530.1
OG0002478	YOL060C	6183.Smp_146680.1
OG0002479	YAL012W	6183.Smp_083650.1
OG0002480	YOL041C	6183.Smp_089060.1
OG0002481	YDL120W	6183.Smp_137190.1
OG0002482	YPR016C	6183.Smp_198420.1
OG0002483	YMR137C	6183.Smp_136360.1
OG0002484	YJL031C	6183.Smp_208010.1
OG0002485	YBL035C	6183.Smp_067260.1
OG0002486	YDL029W	6183.Smp_101290.2
OG0002487	YDR088C	6183.Smp_019190.1
OG0002488	YPR029C	6183.Smp_092530.2
OG0002489	YKL025C	6183.Smp_064020.4
OG0002490	YMR022W	6183.Smp_041390.1
OG0002491	YGR054W	6183.Smp_175840.1
OG0002492	YPL008W	6183.Smp_101300.1
OG0002493	YOR257W	6183.Smp_083740.1
OG0002494	YML035C	6183.Smp_004120.1
OG0002495	YPL119C	6183.Smp_033710.1
OG0002496	YNL220W	6183.Smp_055990.1
OG0002497	YGR002C	6183.Smp_002160.1
OG0002498	YDR430C	6183.Smp_146140.1
OG0002499	YHR023W	6183.Smp_046060.1
OG0002500	YPL195W	6183.Smp_138860.1
OG0002501	YLR359W	6183.Smp_038030.1
OG0002502	YEL020C	6183.Smp_005390.2
OG0002503	YCR016W	6183.Smp_016900.1
OG0002504	YCL054W	6183.Smp_045040.1
OG0002505	YMR093W	6183.Smp_045070.1
OG0002506	YLL013C	6183.Smp_155000.1
OG0002507	YDR248C	6183.Smp_018500.1
OG0002508	YOR061W	6183.Smp_099030.1
OG0002509	YIL047C	6183.Smp_141100.1
OG0002510	YKL145W	6183.Smp_012470.1
OG0002511	YBL050W	6183.Smp_060950.1
OG0002512	YLR071C	6183.Smp_153250.1
OG0002513	YIR005W	6183.Smp_170230.1
OG0002514	YPL259C	6183.Smp_064240.1
OG0002515	YER087W	6183.Smp_025260.1
OG0002516	YNL219C	6183.Smp_103930.5
OG0002517	YBR080C	6183.Smp_057320.1
OG0002518	YLR088W	6183.Smp_169770.1
OG0002519	YBL058W	6183.Smp_060010.1
OG0002520	YLL040C	6183.Smp_021170.1
OG0002521	YOR027W	6183.Smp_064860.1
OG0002522	YNL244C	6183.Smp_019440.1
OG0002523	YPL028W	6183.Smp_197330.1
OG0002524	YIL003W	6183.Smp_210380.1
OG0002525	YPR031W	6183.Smp_097110.1
